ID,Planet,Region,Sector,System,Inhabitants,Capital City,Grid Coordinates,Grid Letter,Grid Number,Hyperlane,Is Hyperlane Planet
519,Lotho Minor,Outer Rim Territories,Wazta sector,Lotho Minor system,"Anacondans,",Unknown,I-17,I,17,,False
522,Lutrillia,Outer Rim Territories,Greater Javin,Unknown,Lutrillians,Unknown,J-18,J,18,,False
523,Lysatra,Expansion Region,Unknown,Unknown,Humans,Unknown,I-8,I,8,,False
524,Maher,Unknown Regions,Unknown,Unknown,Unknown,Unknown,G-7,G,7,,False
525,Mahranee,Mid Rim Territories,Unknown,Unknown,Mahran,Mahranee capital city,P-8,P,8,,False
526,Malachor,Outer Rim Territories,Chorlian sector,Malachor system,Unknown,Unknown,S-4,S,4,,False
527,Malastare,Mid Rim Territories,Dustig sector,Malastare system,Dugs,Unknown,N-16,N,16,Hydian Way,True
533,Manaan,Inner Rim Territories,Unknown,Unknown,Selkath,Unknown,O-11,O,11,,False
534,Mandalore,Outer Rim Territories,Mandalore sector,Mandalore system,Humans,"Keldabe (formerly),",O-7,O,7,,False
536,Manpha,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,K-20,K,20,Corellian Trade Spine,True
540,Mardona III,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,N-13,N,13,,False
541,Maridun,Outer Rim Territories,Rolion sector,Maridun system,"Amani,",Unknown,Q-6,Q,6,,False
542,Marleyvane,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,T-8,T,8,,False
543,Maryx Minor,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,O-19,O,19,,False
545,Mataou,Outer Rim Territories,Anoat sector,Mataou system,Hutts,Unknown,K-18,K,18,Corellian Trade Spine,True
548,Megalox Beta,Expansion Region,Unknown,Megalox system,Unknown,Unknown,L-15,L,15,,False
550,Merj,Outer Rim Territories,Unknown,Unknown,Morseerians,Unknown,O-6,O,6,,False
551,Merokia,Outer Rim Territories,Unknown,Unknown,Various,Unknown,J-18,J,18,,False
556,Mikkia,Expansion Region,Unknown,Unknown,Mikkians,Unknown,M-7,M,7,Hydian Way,True
557,Milvayne,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,L-8,L,8,,False
558,Mimban,Expansion Region,Circarpous sector,Circarpous system,"Greenie,",Unknown,O-12,O,12,,False
559,Minfar,Inner Rim Territories,Unknown,Unknown,Zixon,Unknown,I-13,I,13,,False
561,Mirial,Outer Rim Territories,Unknown,Mirial system,Mirialans,Unknown,Q-4,Q,4,,False
562,Mirrin Prime,Outer Rim Territories,Mirrin sector,Mirrin system,Unknown,Unknown,P-5,P,5,Hydian Way,True
563,Miser,Outer Rim Territories,Anoat sector,Bespin system,Unknown,Unknown,K-18,K,18,,False
564,Mokivj,Outer Rim Territories,Unknown,Mokivj system,Humans,Unknown,G-16,G,16,,False
567,Mon Cala,Outer Rim Territories,Calamari sector,Mon Calamari system,"Mon Calamari, Quarren",Mon Cala city,U-6,U,6,,False
568,Mon Gazza,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,Q-16,Q,16,Corellian Run,True
570,Montross,Mid Rim Territories,Unknown,Montross system,Unknown,Unknown,P-8,P,8,,False
571,Mooga,Mid Rim Territories,Unknown,Unknown,Moogans,Unknown,Q-7,Q,7,,False
573,Moraband,Outer Rim Territories,Esstran sector,Unknown,Unknown,Unknown,R-5,R,5,,False
580,Mulita,Wild Space,Unknown,Mulita system,Drengir,Unknown,H-19,H,19,,False
581,Murkhana,Outer Rim Territories,Unknown,Murkhana system,Various,Unknown,S-6,S,6,,False
582,Mustafar,Outer Rim Territories,Atravis sector,Mustafar system,Mustafarians,Fralideja,L-19,L,19,,False
583,Muunilinst,Outer Rim Territories,Unknown,Unknown,Muuns,Unknown,K-4,K,4,,False
585,Mygeeto,Outer Rim Territories,Albarrio sector,Mygeeto system,Lurmen,Unknown,K-5,K,5,,False
586,Mykapo,Outer Rim Territories,Unknown,Mykapo system,Humans,Unknown,T-7,T,7,,False
588,Naalol,Unknown,Unknown,Unknown,Humans,Unknown,L-17,L,17,,False
590,Naboo,Mid Rim Territories,Chommell sector,Naboo system,"Elders,","Otoh Gunga (Gungan), Theed (Human)",O-17,O,17,,False
591,Nacronis,Mid Rim Territories,Unknown,Nacronis system,Unknown,Unknown,M-7,M,7,,False
592,Nag Ubdur,Outer Rim Territories,Unknown,Ubdur system,"Keldar, Ubdurians",Unknown,P-7,P,7,,False
593,Najan-Rovi,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,M-17,M,17,,False
594,NaJedha,Mid Rim Territories,Terrabe sector,Jedha system,Unknown,Unknown,H-10,H,10,,False
596,Najra-Va,Unknown Regions,Sector Epsilon 51-3,Dassal system,Unknown,Unknown,H-7,H,7,,False
597,Nakadia,Expansion Region,Unknown,Unknown,Nakadians,Quarrow,M-15,M,15,,False
598,Nal Hutta,Outer Rim Territories,Unknown,Unknown,Various,Unknown,S-12,S,12,,False
599,Nam Chorios,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,R-6,R,6,,False
600,Nanth'ri,Mid Rim Territories,Unknown,Nanth'ri system,Unknown,Unknown,Q-12,Q,12,,False
603,Naraka,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,S-7,S,7,,False
604,Narq,Colonies,Unknown,Unknown,Narquois,Unknown,N-11,N,11,,False
606,Necropolis,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,H-16,H,16,,False
609,Neimoidia,Colonies,Unknown,Neimoidia system,Neimoidians,Unknown,N-10,N,10,,False
611,Nelvaan,Outer Rim Territories,Savareen sector,Unknown,Nelvaanians,Unknown,Q-16,Q,16,,False
612,Nepotis,Outer Rim Territories,Unknown,Unknown,Nephrans,Unknown,T-9,T,9,,False
616,Netalych,Inner Rim Territories,Unknown,Netalych system,Unknown,Unknown,N-14,N,14,,False
618,Nevarro,Outer Rim Territories,Nevarro's sector,Unknown,Various,Unknown,J-19,J,19,Hydian Way,True
619,Nimban,Hutt Space,Unknown,Unknown,Nimbanel,Unknown,S-10,S,10,,False
621,Nixus,Unknown,Unknown,Unknown,Various,Unknown,P-18,P,18,,False
623,Noctu,Colonies,Unknown,Unknown,Unknown,Unknown,J-13,J,13,,False
627,Nothoiin,Outer Rim Territories,Anoat sector,Unknown,Nothoiins,Unknown,K-18,K,18,,False
629,Numidian Prime,Mid Rim Territories,Bright Jewel sector,Numidian system,Unknown,Unknown,L-7,L,7,,False
631,N'Zoth,Core Worlds,Koornacht Cluster,Unknown,Unknown,Unknown,K-10,K,10,,False
632,Oba Diah,Outer Rim Territories,Kessel sector,Kessel system,Pykes,Unknown,T-10,T,10,,False
633,Obroa-skai,Inner Rim Territories,Unknown,Obroa-skai system,Unknown,Unknown,N-8,N,8,,False
635,Odona,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,Q-17,Q,17,,False
636,Ogem,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,L-17,L,17,,False
637,Ojom,Deep Core,Unknown,Unknown,Besalisk,Unknown,M-11,M,11,,False
640,Omereth,Outer Rim Territories,Unknown,Omereth system,Unknown,Unknown,U-13,U,13,,False
641,Onderon,Inner Rim Territories,Japrael sector,Japrael system,Humans (Onderonian),Iziz,O-9,O,9,,False
642,Onod I,Mid Rim Territories,Unknown,Unknown,Onodone,Unknown,K-17,K,17,,False
646,Oosalon,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,U-12,U,12,,False
647,Orchis,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,N-8,N,8,,False
648,Ord Cestus,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,O-6,O,6,,False
649,Ord Mantell,Mid Rim Territories,Bright Jewel sector,Bright Jewel system,"Falleens, Humans",Worlport,L-7,L,7,,False
651,Ord Pardron,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,R-15,R,15,,False
654,Orish,Outer Rim Territories,Unknown,Unknown,Orishen,Unknown,M-17,M,17,Hydian Way,True
660,Orto Plutonia,Outer Rim Territories,Sujimis sector,Pantora system,Talz,Unknown,P-19,P,19,,False
661,Oru,Outer Rim Territories,Unknown,Unknown,Humans (Oruan),Unknown,L-3,L,3,,False
662,Oshira,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,O-16,O,16,,False
663,Osseriton,Unknown Regions,Unknown,Unknown,Unknown,Unknown,G-9,G,9,,False
664,Ossus,Outer Rim Territories,Auril sector,Adega system,Ysanna,Unknown,R-6,R,6,,False
665,Oulanne,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,L-14,L,14,,False
666,Ovanis,Outer Rim Territories,Unknown,Unknown,"Ithorians, Trandoshans",Unknown,G-16,G,16,,False
667,Pacara,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,J-14,J,14,,False
669,Pamarthe,Outer Rim Territories,Unknown,Unknown,Humans,Unknown,N-18,N,18,,False
670,Pam'ba,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,H-15,H,15,,False
671,Pandem Nai,Outer Rim Territories,Unknown,Pandem Nai system,Unknown,Unknown,P-6,P,6,,False
673,Panna,Outer Rim Territories,Cronese Mandate,Unknown,Unknown,Unknown,S-6,S,6,,False
676,Parnassos,Unknown Regions,Unknown,Unknown,Humans,Unknown,H-6,H,6,,False
678,Pasaana,Expansion Region,Ombakond sector,Middian system,Aki-Aki,Unknown,O-13,O,13,,False
679,Pasher,Inner Rim Territories,Unknown,Unknown,Humans,Unknown,M-14,M,14,,False
680,Pastoria,Outer Rim Territories,Unknown,Unknown,Pastorians,Unknown,P-17,P,17,,False
682,Patrolia,Unknown,Unknown,Unknown,Patrolians,Unknown,L-14,L,14,,False
685,Pergoomi,Outer Rim Territories,Albarrio sector,Mygeeto system,Unknown,Unknown,K-5,K,5,,False
687,Persis IX,Expansion Region,Unknown,Unknown,Grindalids,Unknown,L-15,L,15,,False
688,Petrusia,Expansion Region,Unknown,Unknown,Petrusians,Unknown,P-12,P,12,,False
690,Phatrong,Outer Rim Territories,Unknown,Unknown,Kyuzos,Unknown,P-6,P,6,,False
691,Pheryon,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,J-8,J,8,,False
693,Phindar,Outer Rim Territories,Mandalore sector,Phindar system,Phindians,Unknown,P-6,P,6,,False
699,Pipada,Outer Rim Territories,Unknown,Unknown,Drabatans,Unknown,M-18,M,18,,False
700,Pippip 3,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,Q-4,Q,4,,False
703,Plexis,Core Worlds,Unknown,Unknown,Unknown,Unknown,L-13,L,13,,False
706,Polis Massa,Outer Rim Territories,Subterrel sector,Polis Massa system,"Eellayin,",Unknown,K-20,K,20,,False
709,Polyneus,Inner Rim Territories,Unknown,Unknown,Humans (Polynean),Unknown,J-14,J,14,,False
710,Ponemah Terminal,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,H-16,H,16,,False
719,Qhulosk,Outer Rim Territories,Unknown,Unknown,Qhuloskians,Unknown,T-8,T,8,,False
721,Quarmendy,Mid Rim Territories,Unknown,Unknown,Humans,Unknown,R-15,R,15,,False
722,Quarzite,Inner Rim Territories,Unknown,Quarzite system,"Belugans, Kage",Unknown,M-13,M,13,,False
723,Quell,Outer Rim Territories,Unknown,Quell system,Unknown,Unknown,Q-6,Q,6,,False
724,Quermia,Outer Rim Territories,Unknown,Unknown,Quermians,Unknown,S-5,S,5,Pelermian Trade Route,True
730,Raithal,Colonies,Unknown,Unknown,Unknown,Unknown,M-9,M,9,Pelermian Trade Route,True
731,Rajtiri,Expansion Region,Unknown,Unknown,Unknown,Unknown,P-9,P,9,,False
732,Rakata Prime,Unknown Regions,Unknown,Unknown,Unknown,Unknown,G-11,G,11,,False
736,Rattatak,Outer Rim Territories,Unknown,Unknown,Various,Unknown,H-16,H,16,,False
737,Raxus Prime,Outer Rim Territories,Tion Hegemony,Raxus system,Unknown,Unknown,S-5,S,5,,False
738,Raxus Secundus,Outer Rim Territories,Tion Hegemony,Raxus system,Various,Raxulon,S-5,S,5,,False
739,Raydonia,Outer Rim Territories,Unknown,Unknown,Humans,Unknown,O-6,O,6,,False
740,Raysho,Core Worlds,Unknown,Hosnian system,Unknown,Unknown,M-12,M,12,,False
743,Refnu,Outer Rim Territories,Unknown,Refnu system,Nefrians,Unknown,N-5,N,5,,False
746,Rendili,Core Worlds,Unknown,Unknown,Unknown,Unknown,M-11,M,11,,False
749,Rhen Var,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,R-6,R,6,,False
753,Riflor,Mid Rim Territories,Unknown,Unknown,Advozse,Unknown,J-16,J,16,,False
754,Rina Major,Outer Rim Territories,Unknown,Unknown,Blarina,Unknown,I-17,I,17,,False
755,Ringo Vinda,Mid Rim Territories,Unknown,Unknown,Humans,Unknown,R-7,R,7,,False
756,Rinn,Outer Rim Territories,Unknown,Unknown,Humans,Unknown,U-12,U,12,,False
759,Riosa,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,J-8,J,8,,False
760,Rishi,Outer Rim Territories,Abrion sector,Rishi system,Unknown,Unknown,S-15,S,15,,False
761,Risso,Expansion Region,Unknown,Unknown,Unknown,Unknown,N-14,N,14,,False
762,Rodia,Outer Rim Territories,Savareen sector,Tyrius system,Rodians,Unknown,R-16,R,16,,False
764,Ronika,Deep Core,Koros sector,Empress Teta system,Unknown,Unknown,L-10,L,10,,False
769,Ruusan,Mid Rim Territories,Teraab sector,Ruusan system,Ruusanian,Unknown,P-11,P,11,,False
771,Ryloth,Outer Rim Territories,Gaulus sector,Ryloth system,Twi'leks,Lessu,R-17,R,17,Corellian Run,True
772,Rystan,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,M-20,M,20,,False
774,Saki,Outer Rim Territories,Unknown,Unknown,Sakiyans,Unknown,S-11,S,11,,False
775,Saleucami,Outer Rim Territories,Suolriep sector,Saleucami system,"Humans, Twi'leks",Unknown,S-8,S,8,,False
776,Salient I,Outer Rim Territories,Corporate Sector,Salient system,Various,Unknown,R-3,R,3,,False
777,Salient II,Outer Rim Territories,Corporate Sector,Salient system,Various,Unknown,R-3,R,3,,False
778,Salliche,Core Worlds,Unknown,Unknown,Sallichens,Unknown,K-10,K,10,,False
780,Samovar,Western Reaches,Unknown,Unknown,Unknown,Unknown,I-18,I,18,,False
782,Sarka,Mid Rim Territories,Unknown,Unknown,Sarkans,Unknown,Q-8,Q,8,,False
787,Scarif,Outer Rim Territories,Abrion sector,Scarif system,Humans,Unknown,S-15,S,15,,False
793,Seelos,Outer Rim Territories,Kwymar sector,Seelos system,Humans (clones),Unknown,Q-4,Q,4,,False
795,Selonia,Core Worlds,Corellian sector,Corellia system,Selonians,Unknown,M-11,M,11,,False
796,Sembla,Outer Rim Territories,Mahrusha sector,Unknown,Vurk,Unknown,S-5,S,5,,False
797,Serelia,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,J-16,J,16,,False
798,Serenno,Outer Rim Territories,D'Astan sector,Serenno system,Humans (Serennian),Unknown,P-5,P,5,,False
799,Sergia,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,J-15,J,15,,False
801,Sesid,Outer Rim Territories,Corva sector,Sesid system,Draedans,Unknown,P-4,P,4,,False
803,Sevarcos,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,N-19,N,19,,False
806,Shadda-Bi-Boran,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,O-18,O,18,,False
807,Shantipole,Mid Rim Territories,Unknown,Unknown,Mon Calamari,Unknown,Q-8,Q,8,,False
809,Shili,Expansion Region,Unknown,Shili system,Togruta,Unknown,L-8,L,8,,False
811,Shuraden,Outer Rim Territories,Unknown,Unknown,Ximpi,Unknown,I-18,I,18,,False
812,Shu-Torun,Mid Rim Territories,Unknown,Unknown,Humans,Unknown,J-7,J,7,,False
813,Sibensko,Expansion Region,Unknown,Unknown,"Humans, Nikto",Unknown,L-15,L,15,Corellian Trade Spine,True
815,Sissubo,Core Worlds,Bormea sector,Chandrila system,Unknown,Unknown,L-9,L,9,,False
816,Skako,Core Worlds,Unknown,Unknown,Skakoans,Unknown,L-9,L,9,Hydian Way,True
818,Skaradosh,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,N-13,N,13,,False
820,Skuhl,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,R-5,R,5,,False
821,Sleheyron,Hutt Space,Unknown,Unknown,Unknown,Unknown,S-10,S,10,,False
824,Son-tuul,Outer Rim Territories,Albarrio sector,Unknown,Various,Unknown,J-4,J,4,,False
827,Spalex,Outer Rim Territories,Dantus sector,Unknown,Unidentified species,Unknown,J-6,J,6,,False
832,Sriluur,Outer Rim Territories,Unknown,Unknown,Weequays,Unknown,S-8,S,8,,False
833,Sterdic IV,Unknown,Unknown,Unknown,Unidentified species,Sterdic IV's capital city,P-17,P,17,,False
836,Stobar,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,M-15,M,15,,False
837,Strokill Prime,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,U-6,U,6,,False
839,Stygeon Prime,Outer Rim Territories,Nuiri sector,Stygeon system,Unknown,Unknown,Q-6,Q,6,,False
841,Subterrel,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,L-20,L,20,,False
842,Sullust,Outer Rim Territories,Sullust sector,Sullust system,Sullustans,Pinyumb,M-17,M,17,Rimma Trade Route,True
844,Sy Myrth,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,S-7,S,7,,False
846,Taanab,Inner Rim Territories,Unknown,Taanab system,Unknown,Unknown,O-8,O,8,Pelermian Trade Route,True
847,Tah'Nuhna,Mid Rim Territories,Unknown,Unknown,Tah'Nuhna,Unknown,Q-14,Q,14,,False
849,Takobo,Outer Rim Territories,Unknown,Unknown,Ithorians,Takobo City,N-6,N,6,,False
850,Takodana,Mid Rim Territories,Tashtor sector,Takodana system,Unknown,Unknown,J-16,J,16,,False
852,Talus,Core Worlds,Corellian sector,Corellia system,Unknown,Unknown,M-11,M,11,,False
853,Tammuz-an,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,T-14,T,14,,False
856,Tansyl 5,Mid Rim Territories,Unknown,Unknown,Frigosian,Unknown,O-16,O,16,,False
857,Taris,Outer Rim Territories,Unknown,Taris system,"Humans,",Unknown,N-7,N,7,,False
858,Tarsunt,Mid Rim Territories,Bothan Space,Tarsunt system,Tarsunts,Unknown,T-14,T,14,,False
859,Tatooine,Outer Rim Territories,Arkanis sector,Tatoo system,"Jawas, Tusken Raiders,",Unknown,R-16,R,16,,False
860,Taul,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,J-18,J,18,,False
862,Tehar,Outer Rim Territories,Unknown,Unknown,Humans,Unknown,I-7,I,7,,False
866,Tepasi,Core Worlds,Unknown,Unknown,Humans,Unknown,L-9,L,9,,False
868,Teth,Wild Space,Baxel sector,Teth system,Hutts,Unknown,U-12,U,12,,False
869,Tevel,Outer Rim Territories,Unknown,Unknown,Tevellans,Unknown,J-5,J,5,,False
870,Thabeska,Outer Rim Territories,Unknown,Thabeska system,Unknown,Unknown,O-5,O,5,,False
874,Thisspias,Expansion Region,Unknown,Unknown,Thisspiasians,Unknown,O-8,O,8,,False
878,Throffdon,Inner Rim Territories,Unknown,Throffdon system,Unknown,Unknown,J-9,J,9,,False
880,Thune,Wild Space,Unknown,Unknown,Various,Unknown,I-18,I,18,,False
881,Thustra,Expansion Region,Unknown,Thustra system,Unknown,Unknown,O-7,O,7,,False
882,Thyferra,Inner Rim Territories,Unknown,Unknown,Vratix,Unknown,L-14,L,14,Rimma Trade Route,True
883,Tibrin,Mid Rim Territories,Hadar sector,Unknown,Ishi Tib,Tibrina,L-18,L,18,,False
885,Tiferep Major,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,L-17,L,17,,False
887,Tinnel IV,Core Worlds,Unknown,Unknown,Humans,Val Denn,M-12,M,12,Corellian Run,True
891,Toledian,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,I-16,I,16,,False
892,Toola,Outer Rim Territories,Unknown,Unknown,Whiphids,Unknown,S-5,S,5,,False
893,Toprawa,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,P-5,P,5,Hydian Way,True
896,Toydaria,Mid Rim Territories,Hutt Space,Toydaria system,Toydarians,Unknown,R-11,R,11,,False
897,Tralus,Core Worlds,Corellian sector,Corellia system,Unknown,Unknown,M-11,M,11,,False
898,Trandosha,Mid Rim Territories,Mytaranor sector,Kashyyyk system,Trandoshans,Unknown,P-9,P,9,,False
900,Triffis,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,O-15,O,15,,False
903,Troiken,Outer Rim Territories,Unknown,Unknown,Xexto,Unknown,S-5,S,5,,False
904,Troithe,Deep Core,Unknown,Cerberon system,Unknown,Unknown,L-10,L,10,,False
905,Trymant IV,Outer Rim Territories,Unknown,Trymant system,Various,Unknown,L-20,L,20,,False
906,Tsevuka,Outer Rim Territories,Unknown,Unknown,Tsevukans,Unknown,M-6,M,6,,False
907,Tund,Outer Rim Territories,Centrality,Tund system,Toongs,Unknown,U-8,U,8,,False
908,Tureen VII,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,K-19,K,19,Corellian Trade Spine,True
912,Tynna,Expansion Region,Unknown,Unknown,Tynnans,Unknown,N-14,N,14,,False
913,Tython,Deep Core,Unknown,Tython system,Unknown,Unknown,L-10,L,10,,False
914,Uba IV,Mid Rim Territories,Barsa sector,Uba system,Ubese,Unknown,J-6,J,6,,False
915,Ubardia,Colonies,Unknown,Unknown,Humans,Unknown,N-12,N,12,Hydian Way,True
917,Ukio,Outer Rim Territories,Abrion sector,Unknown,Ukians,Unknown,S-15,S,15,,False
918,Umbara,Expansion Region,Ghost Nebula sector,Umbara system,Umbarans,Umbaran capital city,P-10,P,10,,False
972,Urajab,Expansion Region,Unknown,Unknown,Unknown,Unknown,L-16,L,16,,False
975,Ushruu,Expansion Region,Unknown,Unknown,Unknown,Unknown,O-13,O,13,,False
976,Utapau,Outer Rim Territories,Tarabba sector,Utapau system,"Amani,",Pau City,N-19,N,19,,False
977,Uvena Prime,Outer Rim Territories,Unknown,Uvena system,Shistavanens,Unknown,M-18,M,18,,False
978,Uyter,Mid Rim Territories,Unknown,Unknown,Humans,Central City,P-9,P,9,,False
981,Vallt,Outer Rim Territories,Unknown,Unknown,Valltii,Unknown,P-17,P,17,,False
985,Vandor,Mid Rim Territories,Sloo sector,Unknown,Unknown,Unknown,P-14,P,14,,False
987,Vardos,Core Worlds,Unknown,Jinata system,"Aqualish, Humans",Kestro,K-9,K,9,,False
988,Varkana,Outer Rim Territories,Unknown,Varkana system,Unknown,Unknown,O-6,O,6,,False
991,Vashka,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,Q-17,Q,17,,False
992,Vassek,Outer Rim Territories,Wazta sector,Vassek system,Unknown,Unknown,I-17,I,17,,False
995,Vendaxa,Expansion Region,Unknown,Unknown,Unknown,Unknown,O-14,O,14,,False
996,Vernid,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,M-4,M,4,,False
1000,Vespaara,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,S-8,S,8,,False
1001,Vetine,Inner Rim Territories,Merrick sector,Unknown,Unknown,Unknown,L-14,L,14,,False
1006,Vixnix,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,I-7,I,7,,False
1007,Vjun,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,Q-6,Q,6,,False
1009,Vodran,Hutt Space,Si'Klaata Cluster,Unknown,Vodrans,Unknown,S-9,S,9,,False
1010,Vorlag,Outer Rim Territories,Unknown,Unknown,Vorlaggn,Unknown,P-18,P,18,,False
1013,Vrogas Vas,Outer Rim Territories,Unknown,Unknown,Humans,Unknown,O-19,O,19,,False
1014,Vulpter,Deep Core,Unknown,Unknown,Unknown,Unknown,L-10,L,10,,False
1015,Vurdon Ka,Inner Rim Territories,Unknown,Unknown,Vuvrians,Unknown,M-9,M,9,Pelermian Trade Route,True
1017,Wadi Raffa,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,M-20,M,20,,False
1018,Warlentta,Mid Rim Territories,Unknown,Warlentta system,Humans,Unknown,M-7,M,7,,False
1021,Wecacoe,Colonies,Unknown,Unknown,Various,Unknown,K-13,K,13,,False
1024,Weyland,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,N-7,N,7,,False
1026,Wick 111,Outer Rim Territories,Unknown,Unknown,Wickwar,Unknown,S-16,S,16,,False
1028,Wobani,Mid Rim Territories,Bryx sector,Wobani system,Humans,Unknown,R-8,R,8,,False
1029,Wrea,Outer Rim Territories,Unknown,Unknown,Wreans,Unknown,S-17,S,17,,False
1030,Wynkahthu,Mid Rim Territories,Unknown,Unknown,Unknown,Unknown,L-7,L,7,,False
1032,Xala,Wild Space,Unknown,Xala system,Unknown,Unknown,H-14,H,14,,False
1034,Xibariz,Inner Rim Territories,Unknown,Unknown,Unknown,Unknown,O-9,O,9,,False
1035,Xirl,Wild Space,Unknown,Unknown,Unknown,Unknown,O-20,O,20,,False
1037,Yabol Opa,Colonies,Unknown,Unknown,Unknown,Unknown,M-9,M,9,Pelermian Trade Route,True
1038,Yaga Minor,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,K-5,K,5,,False
1039,Yag'Dhul,Inner Rim Territories,Unknown,Unknown,Givin,Unknown,L-14,L,14,"Corellian Trade Spine, Rimma Trade Route",True
1041,Yar Togna,Outer Rim Territories,Unknown,Unknown,Tognath,Unknown,P-18,P,18,,False
1042,Yarma,Outer Rim Territories,Unknown,Yarma system,Unknown,Unknown,T-8,T,8,,False
1043,Yavin Prime,Outer Rim Territories,Gordian Reach,Yavin system,Unknown,Unknown,P-6,P,6,,False
1045,Yerbana,Outer Rim Territories,Savareen sector,Unknown,Unknown,Unknown,Q-17,Q,17,,False
1046,Ylesia,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,T-12,T,12,,False
1052,Zastiga,Outer Rim Territories,Unknown,Unknown,Unknown,Unknown,K-20,K,20,Corellian Trade Spine,True
1054,Zeffo,Outer Rim Territories,Unknown,Zeffo system,Zeffo,Unknown,M-3,M,3,,False
1056,Zhanox,Outer Rim Territories,Anoat sector,Zhanox system,Ugnaughts,Unknown,K-18,K,18,Corellian Trade Spine,True
1058,Zolan,Mid Rim Territories,Lambda sector,Unknown,Clawdites,Unknown,P-16,P,16,,False
1060,Zygerria,Outer Rim Territories,Chorlian sector,Zygerria system,Zygerrians,Unknown,S-4,S,4,,False
